"county","cases","latitude","longitude"
"Illinois, Champaign","51","40.1164205","-88.2433829"
"Illinois, Christian","17","39.5212598","-89.2829783"
"Illinois, Clark","2","39.3260541","-87.7838526"
"Illinois, Clinton","8","38.5896187","-89.420064"
"Illinois, Cook","6473","41.8197385","-87.756525"
"Illinois, Crawford","1","39.0131644","-87.7291001"
"Illinois, Cumberland","1","39.2744299","-88.2423795"
"Illinois, De Witt","1","40.1811468","-88.7861844"
"Illinois, DeKalb","16","41.8903447","-88.7713953"
"Illinois, Douglas","9","39.7628415","-88.2170516"
"Illinois, DuPage","500","41.8603735","-88.0906873"
"Illinois, Effingham","1","39.0520902","-88.6029006"
"Illinois, Fayette","2","39.0001282","-89.0430211"
"Illinois, Ford","1","40.4980955","-88.2552987"
"Illinois, Franklin","1","37.9765409","-88.9335327"
"Illinois, Grundy","7","41.2747363","-88.4119361"
"Illinois, Henry","7","41.3418549","-90.1177442"
"Illinois, Iroquois","4","40.7351265","-87.8309209"
"Illinois, Jackson","8","37.7668943","-89.3563845"
"Illinois, Jersey","1","39.0848464","-90.3303344"
"Illinois, Jo Daviess","4","42.3506664","-90.1743742"
"Illinois, Kane","176","41.923434","-88.4248315"
"Illinois, Kankakee","68","41.1253903","-87.848682"
"Illinois, Kendall","37","41.5853584","-88.4319488"
"Illinois, Knox","1","40.920889","-90.2202325"
"Illinois, LaSalle","6","41.3474892","-88.9011861"
"Illinois, Lake","608","40.0796606","-89.4337288"
"Illinois, Livingston","6","40.8682487","-88.5631125"
"Illinois, Logan","1","40.1075089","-89.3768539"
"Illinois, Macon","2","39.8455208","-88.9602376"
"Illinois, Macoupin","1","39.2420653","-89.925212"
"Illinois, Madison","31","38.811063","-89.9017112"
"Illinois, Marion","3","38.6477381","-88.9232112"
"Illinois, Marshall","1","41.0324537","-89.2998456"
"Illinois, Massac","1","37.2177417","-88.7163312"
"Illinois, McHenry","102","42.3294391","-88.4605713"
"Illinois, McLean","35","40.4631789","-88.8196613"
"Illinois, Menard","1","40.0166667","-89.7858065"
"Illinois, Mercer","1","41.2019729","-90.7398717"
"Illinois, Monroe","8","38.2722313","-90.1792484"
"Illinois, Montgomery","2","39.2052633","-89.5057126"
"Illinois, Morgan","5","39.7062265","-90.190335"
"Illinois, Moultrie","1","39.6391442","-88.6087498"
"Illinois, Ogle","1","42.0397014","-89.3138599"
"Illinois, Peoria","11","40.6938609","-89.5891008"
"Illinois, Piatt","1","39.967291","-88.6072399"
"Illinois, Randolph","12","38.0472916","-89.8107962"
"Illinois, Rock Island","24","41.4411786","-90.5766144"
"Illinois, Saline","1","37.750075","-88.5302584"
"Illinois, Sangamon","23","39.7623668","-89.6454905"
"Illinois, St. Clair","57","38.4616972","-89.9324347"
"Illinois, Stephenson","3","42.3503474","-89.6735637"
"Illinois, Tazewell","7","40.5126429","-89.5442084"
"Illinois, Unknown","40","32.1965637","-110.818572"
"Illinois, Vermilion","2","40.1749809","-87.7323857"
"Illinois, Washington","1","38.3662806","-89.4201902"
"Illinois, Whiteside","9","41.7612332","-89.9214744"
"Illinois, Will","455","41.4194058","-87.9994754"
"Illinois, Williamson","2","37.7248502","-88.9143385"
"Illinois, Winnebago","28","42.3255276","-89.1496574"
"Illinois, Woodford","4","40.8145359","-89.2074215"
"Indiana, Adams","1","40.7371667","-84.9347295"
"Indiana, Allen","58","41.0975573","-85.0562084"
"Indiana, Bartholomew","23","39.1914156","-85.8204601"
"Indiana, Blackford","1","40.4692826","-85.3305529"
"Indiana, Boone","38","40.0459913","-86.4650842"
"Indiana, Brown","3","39.1682855","-86.2297004"
"Indiana, Carroll","2","40.5802239","-86.5693296"
"Indiana, Cass","2","40.7808235","-86.3449159"
"Indiana, Clark","55","38.4941217","-85.7169081"
"Indiana, Clay","2","39.3864958","-87.1025862"
"Indiana, Clinton","3","40.2992769","-86.4692735"
"Indiana, Crawford","3","38.304425","-86.444022"
"Indiana, DeKalb","3","41.3991456","-85.001244"
"Indiana, Dearborn","25","39.1340338","-84.9820997"
"Indiana, Decatur","70","39.2862128","-85.4943058"
"Indiana, Delaware","30","40.2193275","-85.4040612"
"Indiana, Dubois","3","38.3644324","-86.8870278"
"Indiana, Elkhart","29","41.6012796","-85.8590603"
"Indiana, Fayette","13","39.619235","-85.179378"
"Indiana, Floyd","37","38.299","-85.8933233593055"
"Indiana, Fountain","2","40.125252","-87.2497418"
"Indiana, Franklin","48","39.4149034","-85.0563234"
"Indiana, Fulton","1","41.0421416","-86.2875206"
"Indiana, Gibson","4","38.3079744","-87.5775949"
"Indiana, Grant","12","40.5114735","-85.6540606"
"Indiana, Greene","9","39.0227107","-86.9958489"
"Indiana, Hamilton","220","40.0749813","-86.0498885"
"Indiana, Hancock","41","39.8127873","-85.7874738"
"Indiana, Harrison","23","38.1816187","-86.1066917"
"Indiana, Hendricks","138","39.7565309","-86.5173641"
"Indiana, Henry","7","39.9297608","-85.4043542"
"Indiana, Howard","25","40.4787061","-86.1350343"
"Indiana, Huntington","3","40.8008286","-85.5018494"
"Indiana, Jackson","25","38.9023184","-86.0650856"
"Indiana, Jasper","13","41.0321808","-87.1066598"
"Indiana, Jay","2","40.4370864","-85.0212356"
"Indiana, Jefferson","5","38.8166724","-85.4299489"
"Indiana, Jennings","31","38.9957749","-85.6359201"
"Indiana, Johnson","136","39.4891804","-86.1079903"
"Indiana, Knox","4","38.687009","-87.3811461"
"Indiana, Kosciusko","8","41.2351957","-85.8529731"
"Indiana, LaGrange","4","41.6372578","-85.4216948"
"Indiana, LaPorte","17","41.5718945","-86.7490124"
"Indiana, Lake","244","40.3270127","-86.1746933"
"Indiana, Lawrence","22","38.8400395","-86.4880717"
"Indiana, Madison","67","40.1624531","-85.7260804"
"Indiana, Marion","1429","39.7810289","-86.1365457"
"Indiana, Marshall","4","41.322843","-86.2809625"
"Indiana, Miami","5","40.6144919","-86.1059443"
"Indiana, Monroe","40","39.1294237","-86.5187646"
"Indiana, Montgomery","12","40.0361447","-86.9007083"
"Indiana, Morgan","52","39.4665575","-86.4556794"
"Indiana, Newton","1","40.939576","-87.3966953"
"Indiana, Noble","5","41.3990708","-85.4193348"
"Indiana, Ohio","1","38.9480496","-84.9581728"
"Indiana, Orange","5","38.5421361","-86.4953216"
"Indiana, Owen","13","39.2984518","-86.8508562"
"Indiana, Parke","1","39.7686321","-87.2158436"
"Indiana, Porter","45","41.4457032","-87.0724971"
"Indiana, Posey","5","38.0145359","-87.8543645"
"Indiana, Putnam","13","39.6666195","-86.8374032"
"Indiana, Randolph","4","40.1560108","-85.011566"
"Indiana, Ripley","47","39.0846316","-85.2691784"
"Indiana, Rush","8","39.6220357","-85.4731911"
"Indiana, Scott","6","38.6727039","-85.7444145"
"Indiana, Shelby","26","39.493485","-85.8190596"
"Indiana, Spencer","1","38.0288806","-86.9976446"
"Indiana, St. Joseph","72","41.5941578","-86.2787334"
"Indiana, Starke","2","41.2753164","-86.6457565"
"Indiana, Steuben","2","41.6414101","-85.0023642"
"Indiana, Sullivan","3","39.0492722","-87.4172644"
"Indiana, Switzerland","6","38.8249258","-85.0373975"
"Indiana, Tippecanoe","26","40.3916066","-86.8879689"
"Indiana, Tipton","5","40.2899154","-86.058442"
"Indiana, Vigo","9","39.4174652","-87.3974269"
"Indiana, Wabash","1","40.8065352","-85.7833563"
"Indiana, Warren","2","40.3424546","-87.3564255"
"Indiana, Warrick","10","38.0906065","-87.2758933"
"Indiana, Washington","14","38.5612578","-86.1179768"
"Indiana, Wayne","6","39.8638778","-85.0198586"
"Indiana, Wells","2","40.7013353","-85.2116102"
"Indiana, White","3","40.7422434","-86.8713913"
"Indiana, Whitley","4","41.1238216","-85.5035187"
"Iowa, Adair","1","41.3127814","-94.4953303"
"Iowa, Allamakee","16","43.2961731","-91.3961856"
"Iowa, Appanoose","1","40.7455904","-92.8649061"
"Iowa, Audubon","1","41.670205","-94.9106526"
"Iowa, Benton","7","42.0599693","-92.0776319"
"Iowa, Black Hawk","8","42.4607526","-92.3030235"
"Iowa, Boone","2","42.0171798","-93.9254114"
"Iowa, Bremer","1","42.7669649","-92.3099856"
"Iowa, Buchanan","3","42.4634928","-91.8449198"
"Iowa, Butler","1","42.7336512","-92.7819493"
"Iowa, Carroll","1","42.0193628","-94.860335"
"Iowa, Cedar","11","41.7608608","-91.1263198"
"Iowa, Cerro Gordo","10","43.0742443","-93.2548746"
"Iowa, Clay","2","43.0809373","-95.1407762"
"Iowa, Clayton","3","42.8547706","-91.3667151"
"Iowa, Clinton","15","41.9054695","-90.5599971"
"Iowa, Crawford","4","42.020579","-95.3811884"
"Iowa, Dallas","33","41.6744179","-94.0394437"
"Iowa, Des Moines","1","41.5910641","-93.6037149"
"Iowa, Dickinson","1","43.3753018","-95.1654279"
"Iowa, Dubuque","23","42.5006217","-90.6647967"
"Iowa, Fayette","3","42.8420766","-91.850265"
"Iowa, Guthrie","1","41.6721976","-94.4985983"
"Iowa, Hancock","3","43.0847702","-93.7363674"
"Iowa, Hardin","1","42.3840463","-93.2293918"
"Iowa, Harrison","10","41.6659155","-95.7976315"
"Iowa, Henry","6","40.9778301","-91.5511282"
"Iowa, Iowa","5","41.683983","-92.0612268"
"Iowa, Jackson","2","42.1420382","-90.5480067"
"Iowa, Jasper","8","41.6791308","-93.0647786"
"Iowa, Jefferson","2","41.0131342","-91.9718642"
"Iowa, Johnson","83","41.6861834","-91.6061124"
"Iowa, Jones","5","42.1081969","-91.1427196"
"Iowa, Keokuk","1","41.3154792","-92.1867128"
"Iowa, Kossuth","1","43.1825351","-94.209098"
"Iowa, Linn","118","42.0631825","-91.6037932"
"Iowa, Louisa","1","41.206668","-91.2683976"
"Iowa, Lyon","1","43.3747071","-96.2081917"
"Iowa, Madison","1","41.3133406","-94.0167968"
"Iowa, Mahaska","3","41.314939","-92.6489935"
"Iowa, Marshall","10","42.0378125","-92.9915704"
"Iowa, Mitchell","2","43.321914","-92.8676954"
"Iowa, Monona","6","42.0218737","-95.9356631"
"Iowa, Montgomery","1","41.0166807","-95.1753285"
"Iowa, Muscatine","22","41.4776121","-91.1210053"
"Iowa, O'Brien","3","43.0755779","-95.6277063"
"Iowa, Page","2","40.736337","-95.1602396"
"Iowa, Plymouth","1","42.7369124","-96.2213607"
"Iowa, Polk","100","41.6765808","-93.5921448"
"Iowa, Pottawattamie","6","41.3115686","-95.5331269"
"Iowa, Poweshiek","6","41.6816512","-92.5435034"
"Iowa, Scott","31","41.6251843","-90.6164201"
"Iowa, Shelby","5","41.668243","-95.3163623"
"Iowa, Sioux","5","43.0574079","-96.1602368"
"Iowa, Story","5","42.0161612","-93.489194"
"Iowa, Tama","22","42.0568108","-92.5433918"
"Iowa, Taylor","1","40.738254","-94.6847413"
"Iowa, Van Buren","5","40.749202","-91.9689529"
"Iowa, Wapello","1","41.0137597","-92.4140217"
"Iowa, Warren","8","41.3138645","-93.5685324"
"Iowa, Washington","43","41.3160082","-91.7340327"
"Iowa, Webster","1","42.4326072","-94.184316"
"Iowa, Winneshiek","4","43.2677179","-91.8563139"
"Iowa, Woodbury","8","42.3775361","-96.0607187"
"Iowa, Wright","1","42.7404452","-93.7325849"
"Kansas, Atchison","1","39.545816","-95.3326052"
"Kansas, Barton","3","38.4683432","-98.776234"
"Kansas, Bourbon","3","37.8485797","-94.8679591"
"Kansas, Butler","7","37.77924","-96.8456342"
"Kansas, Chautauqua","2","37.146335","-96.2656966"
"Kansas, Cherokee","5","37.1718068","-94.8482069"
"Kansas, Clay","1","39.3615169","-97.1718432"
"Kansas, Cloud","1","39.4850226","-97.6705137"
"Kansas, Coffey","18","38.235413","-95.7498925"
"Kansas, Cowley","1","37.2413155","-96.8675685"
"Kansas, Crawford","6","37.503889","-94.8652466"
"Kansas, Doniphan","1","39.7831556","-95.1776492"
"Kansas, Douglas","31","38.8838392","-95.2874559"
"Kansas, Finney","4","38.0452481","-100.8199963"
"Kansas, Ford","2","37.7072469","-99.8943146"
"Kansas, Franklin","9","38.5720008","-95.3184483"
"Kansas, Gove","1","38.9030073","-100.5073968"
"Kansas, Harvey","2","38.0352315","-97.4486267"
"Kansas, Jackson","1","39.4030917","-95.8159647"
"Kansas, Jefferson","2","39.2405893","-95.391413"
"Kansas, Johnson","172","38.8837933","-94.8389141"
"Kansas, Labette","1","37.1899712","-95.3103729"
"Kansas, Leavenworth","31","39.2147095","-95.0620347"
"Kansas, Linn","5","38.1965927","-94.8578272"
"Kansas, Lyon","17","38.4573987","-96.1683124"
"Kansas, Marion","1","38.3734544","-97.1305937"
"Kansas, McPherson","6","38.3659015","-97.6575171"
"Kansas, Miami","1","38.5620514","-94.8557402"
"Kansas, Mitchell","2","39.3863019","-98.2112629"
"Kansas, Montgomery","6","37.1983948","-95.7628341"
"Kansas, Morris","2","38.6908906","-96.6707526"
"Kansas, Neosho","1","37.5566345","-95.33166"
"Kansas, Osage","3","38.6736049","-95.7367738"
"Kansas, Osborne","1","39.3351558","-98.7933509"
"Kansas, Ottawa","1","39.1273653","-97.6568094"
"Kansas, Pottawatomie","2","39.3928203","-96.3414279"
"Kansas, Pratt","1","37.6280602","-98.7485305"
"Kansas, Reno","9","37.930344","-98.1055753"
"Kansas, Riley","11","39.3026347","-96.7709339"
"Kansas, Saline","4","38.7704462","-97.6669832"
"Kansas, Sedgwick","85","37.6448148","-97.4641388"
"Kansas, Shawnee","24","39.0273676","-95.7627535"
"Kansas, Stafford","1","38.0350094","-98.718816"
"Kansas, Stevens","1","37.1929045","-101.3119354"
"Kansas, Sumner","2","37.2435967","-97.4792142"
"Kansas, Woodson","3","37.8811369","-95.7517113"
"Kansas, Wyandotte","131","39.1090458","-94.767624"
"Kentucky, Allen","1","36.7528961","-86.1924103"
"Kentucky, Anderson","3","38.0096811","-84.9880147"
"Kentucky, Barren","2","36.9584649","-85.925817"
"Kentucky, Bath","1","38.1245248","-83.7249243"
"Kentucky, Boone","5","38.9589235","-84.7160121"
"Kentucky, Bourbon","6","38.1944867","-84.2046611"
"Kentucky, Boyd","5","38.3608934","-82.6945926"
"Kentucky, Boyle","2","37.6240938","-84.8540572"
"Kentucky, Bracken","1","38.686946","-84.0751461"
"Kentucky, Breathitt","3","37.5248869","-83.2943551"
"Kentucky, Breckinridge","2","37.7406389","-86.4109353"
"Kentucky, Bullitt","6","37.9749498","-85.6742394"
"Kentucky, Butler","1","37.240158","-86.673921"
"Kentucky, Calloway","5","36.6257937","-88.271076"
"Kentucky, Campbell","7","38.9339799","-84.3715286"
"Kentucky, Carroll","2","38.65718","-85.1000246"
"Kentucky, Christian","15","36.8778665","-87.5014545"
"Kentucky, Clark","11","37.9713791","-84.1550145"
"Kentucky, Crittenden","1","37.3600974","-88.0885106"
"Kentucky, Cumberland","1","36.7934611","-85.3795095"
"Kentucky, Daviess","44","37.6877924","-87.0818357"
"Kentucky, Edmonson","4","37.1999181","-86.2206738"
"Kentucky, Fayette","124","38.0280648","-84.4722444"
"Kentucky, Floyd","1","37.5473459","-82.7645621"
"Kentucky, Franklin","7","38.2520423","-84.8633812"
"Kentucky, Grant","2","38.6472221","-84.6162564"
"Kentucky, Graves","1","36.7244966","-88.6569094"
"Kentucky, Grayson","2","37.4537437","-86.3389464"
"Kentucky, Hancock","1","37.8189002","-86.7532261"
"Kentucky, Hardin","7","37.6645815","-85.9634901"
"Kentucky, Harrison","19","38.4355948","-84.3216412"
"Kentucky, Henderson","7","37.76721","-87.5573742"
"Kentucky, Henry","1","38.447983","-85.1191168"
"Kentucky, Hopkins","21","37.3006817","-87.5612458"
"Kentucky, Jefferson","249","38.1787175","-85.664528"
"Kentucky, Jessamine","15","37.8652866","-84.576902"
"Kentucky, Kenton","31","38.9252546","-84.5331967"
"Kentucky, Larue","2","37.5726028","-85.1551411"
"Kentucky, Laurel","2","37.1000973","-84.1148273"
"Kentucky, Lawrence","1","38.0601807","-82.7316588"
"Kentucky, Lewis","1","38.5192128","-83.3400338"
"Kentucky, Lincoln","1","37.4657952","-84.6573677"
"Kentucky, Logan","2","36.823707","-86.8833607"
"Kentucky, Lyon","2","36.9981232","-88.0658149"
"Kentucky, Madison","12","37.7298081","-84.2974735"
"Kentucky, Marion","1","37.5413747","-85.2650391"
"Kentucky, Marshall","1","36.8624306","-88.3264641"
"Kentucky, Martin","1","37.5726028","-85.1551411"
"Kentucky, Mason","1","38.5755445","-83.8118236"
"Kentucky, McCracken","8","37.0335839","-88.7107201"
"Kentucky, McCreary","1","36.735774","-84.4960095"
"Kentucky, Meade","1","37.9313371","-86.1902231"
"Kentucky, Menifee","4","37.9357602","-83.6014187"
"Kentucky, Mercer","2","37.8087581","-84.8760836"
"Kentucky, Montgomery","6","38.0372304","-83.9152368"
"Kentucky, Muhlenberg","8","37.1984359","-87.1417319"
"Kentucky, Nelson","4","37.8078463","-85.4741595"
"Kentucky, Nicholas","1","38.3287954","-84.0153581"
"Kentucky, Oldham","4","38.4975639","-85.4210695"
"Kentucky, Pendleton","1","38.6914606","-84.3689142"
"Kentucky, Powell","1","37.8192526","-83.8239902"
"Kentucky, Pulaski","11","37.1124781","-84.593893"
"Kentucky, Rockcastle","1","37.3885959","-84.3254309"
"Kentucky, Russell","1","38.5173028","-82.6976631"
"Kentucky, Scott","8","38.2776401","-84.5816131"
"Kentucky, Shelby","5","38.2215625","-85.2111267"
"Kentucky, Simpson","5","36.73518","-86.5780102"
"Kentucky, Spencer","4","38.0237475","-85.3203899"
"Kentucky, Taylor","2","37.3396409","-85.3096607"
"Kentucky, Union","2","37.637247","-87.958036"
"Kentucky, Unknown","15","38.0286959","-84.5104217"
"Kentucky, Warren","18","36.9812407","-86.4233533"
"Kentucky, Washington","2","37.7310874","-85.1750475"
"Kentucky, Wayne","3","36.7822106","-84.8250848"
"Kentucky, Webster","2","37.5139929","-87.6650997"
"Kentucky, Woodford","7","38.0686424","-84.7404532"
"Louisiana, Acadia","72","30.2740735","-92.3957036"
"Louisiana, Allen","34","30.6558242","-92.8598049"
"Louisiana, Ascension","222","30.2116442","-90.9186104"
"Louisiana, Assumption","33","29.9185432","-91.0533996"
"Louisiana, Avoyelles","37","31.0471604","-92.0019698"
"Louisiana, Beauregard","13","30.6144496","-93.3416829"
"Louisiana, Bienville","9","32.3231432","-93.0761115"
"Louisiana, Bossier","95","32.6676663","-93.5959786"
"Louisiana, Caddo","377","32.529173","-93.8931785"
"Louisiana, Calcasieu","119","30.2232015","-93.3434067"
"Louisiana, Caldwell","1","32.0820785","-92.1130105"
"Louisiana, Catahoula","6","31.7294681","-91.8487107"
"Louisiana, Claiborne","18","32.8218607","-93.0097229"
"Louisiana, Concordia","10","31.3941887","-91.6714379"
"Louisiana, De Soto","46","32.0195388","-93.7488946"
"Louisiana, East Baton Rouge","389","30.5254797","-91.0899217"
"Louisiana, East Carroll","1","32.6949938","-91.2605142"
"Louisiana, East Feliciana","19","30.8462165","-91.0405799"
"Louisiana, Evangeline","18","30.6976776","-92.4217813"
"Louisiana, Franklin","10","32.1254252","-91.6778053"
"Louisiana, Grant","5","31.5748918","-92.5730029"
"Louisiana, Iberia","78","29.9812242","-91.7451362"
"Louisiana, Iberville","81","30.2120844","-91.3133623"
"Louisiana, Jackson","4","32.2932692","-92.5628442"
"Louisiana, Jefferson","2495","29.8502657","-90.1293894"
"Louisiana, Jefferson Davis","14","30.2575503","-92.7886576"
"Louisiana, Lafayette","276","30.2240897","-92.0198427"
"Louisiana, Lafourche","185","29.5820155","-90.3964889"
"Louisiana, Lincoln","17","32.598162","-92.6792848"
"Louisiana, Livingston","40","30.4158699","-90.7189344"
"Louisiana, Madison","1","32.3614697","-91.255051"
"Louisiana, Morehouse","7","32.8326959","-91.8374127"
"Louisiana, Natchitoches","6","31.7606732","-93.0860209"
"Louisiana, Orleans","3476","29.9499323","-90.0701156"
"Louisiana, Ouachita","114","32.4790511","-92.1615004"
"Louisiana, Plaquemines","75","29.4291161","-89.5123524"
"Louisiana, Pointe Coupee","13","30.6194283","-91.5740887"
"Louisiana, Rapides","81","31.1719886","-92.5526386"
"Louisiana, Red River","2","32.0835604","-93.3111105"
"Louisiana, Richland","4","32.4196791","-91.8105911"
"Louisiana, Sabine","4","31.5223049","-93.5265161"
"Louisiana, St. Bernard","196","29.8217562","-89.6008692"
"Louisiana, St. Charles","210","29.8883177","-90.3794968"
"Louisiana, St. Helena","1","30.8080103","-90.6932182"
"Louisiana, St. James","116","30.0096684","-90.7989525"
"Louisiana, St. John the Baptist","290","30.1141748","-90.5276838"
"Louisiana, St. Landry","68","30.6174002","-92.0035057"
"Louisiana, St. Martin","69","30.1811426","-91.6081116"
"Louisiana, St. Mary","47","29.692329","-91.442465"
"Louisiana, St. Tammany","435","30.4243909","-89.9730381"
"Louisiana, Tangipahoa","55","30.6323024","-90.4315754"
"Louisiana, Terrebonne","102","29.4616211","-90.8705871"
"Louisiana, Union","17","32.8385899","-92.3910295"
"Louisiana, Unknown","40","39.4492151","-91.0465742"
"Louisiana, Vermilion","18","29.8411106","-92.3501175"
"Louisiana, Vernon","8","31.0847886","-93.2003582"
"Louisiana, Washington","57","30.8337523","-90.0721467"
"Louisiana, Webster","23","32.6358137","-93.3285187"
"Louisiana, West Baton Rouge","23","30.4514623","-91.3261882"
"Louisiana, West Feliciana","11","30.8842729","-91.4016657"
"Louisiana, Winn","2","31.947293","-92.6401816"
"Maine, Androscoggin","19","44.1402839","-70.196395"
"Maine, Aroostook","1","46.6847962","-68.4701132"
"Maine, Cumberland","222","43.8506432","-70.4001498"
"Maine, Franklin","4","44.916814","-70.4395797"
"Maine, Hancock","2","44.7135397","-68.2994753"
"Maine, Kennebec","19","44.4184616","-69.8250659"
"Maine, Knox","9","44.1773049","-69.2127109"
"Maine, Lincoln","8","44.1137571","-69.5351337"
"Maine, Oxford","10","44.4694529","-70.7782375"
"Maine, Penobscot","20","45.2930166","-68.5957766"
"Maine, Sagadahoc","12","43.9900158","-69.8654643"
"Maine, Somerset","2","45.4538403","-70.0997288"
"Maine, Unknown","11","48.4695247","-0.1404619"
"Maine, Waldo","3","44.4870161","-69.1365185"
"Maine, Washington","1","44.9744397","-67.6287553"
"Maine, York","89","43.4229305","-70.6546639"
"Maryland, Allegany","2","39.6572451","-78.6550628"
"Maryland, Anne Arundel","249","38.9722583","-76.573454"
"Maryland, Baltimore","427","39.2908816","-76.610759"
"Maryland, Baltimore city","313","39.2908816","-76.610759"
"Maryland, Calvert","30","38.5288529","-76.537764"
"Maryland, Caroline","4","38.8550631","-75.8247398"
"Maryland, Carroll","129","39.5685399","-77.026707"
"Maryland, Cecil","25","39.5729428","-75.9381806"
"Maryland, Charles","90","38.4991611","-77.027847"
"Maryland, Dorchester","1","38.3930694","-76.0995677"
"Maryland, Frederick","54","39.4142186","-77.4109269"
"Maryland, Garrett","3","39.544087","-79.2496976"
"Maryland, Harford","41","39.548545","-76.3048991"
"Maryland, Howard","166","39.2305289","-76.9166241"
"Maryland, Kent","5","39.2587546","-76.1038454"
"Maryland, Montgomery","566","39.1406267","-77.2075612"
"Maryland, Prince George's","563","38.803929","-76.8518695"
"Maryland, Queen Anne's","12","39.0273331","-76.0616856"
"Maryland, Somerset","4","38.0630795","-75.8745873"
"Maryland, St. Mary's","30","38.206621","-76.5389973"
"Maryland, Talbot","5","38.7542065","-76.1919824"
"Maryland, Washington","27","39.5893502","-77.710254"
"Maryland, Wicomico","7","38.3888688","-75.635738"
"Maryland, Worcester","5","38.2231182","-75.3319465"
"Massachusetts, Barnstable","314","41.6718684","-70.3499234"
"Massachusetts, Berkshire","240","42.512584","-73.1928809"
"Massachusetts, Bristol","517","41.7425538","-71.0856545"
"Massachusetts, Dukes","7","41.3926378","-70.642011"
"Massachusetts, Essex","1238","42.6320389","-70.7828255"
"Massachusetts, Franklin","89","42.0834313","-71.396725"
"Massachusetts, Hampden","661","42.0640239","-72.4186602"
"Massachusetts, Hampshire","114","42.3869382","-72.52991477067445"
"Massachusetts, Middlesex","2202","42.4672","71.2874"
"Massachusetts, Nantucket","9","41.2851566","-70.0984222"
"Massachusetts, Norfolk","1045","42.1538607","-71.1828015"
"Massachusetts, Plymouth","745","41.9426657","-70.7618592"
"Massachusetts, Suffolk","2183","42.3544455","-70.9788771"
"Massachusetts, Unknown","213","42.297972","-71.3835201"
"Massachusetts, Worcester","825","42.2625932","-71.8022934"
"Michigan, Allegan","6","42.5867203","-85.8861492"
"Michigan, Antrim","4","44.9947369","-85.1133189"
"Michigan, Arenac","2","44.0608193","-83.8718694"
"Michigan, Barry","5","42.5910739","-85.3242417"
"Michigan, Bay","18","43.6211955","-84.6824346"
"Michigan, Berrien","52","41.9838614","-86.3985714"
"Michigan, Branch","6","43.6211955","-84.6824346"
"Michigan, Calhoun","31","42.2461339","-85.0229223"
"Michigan, Cass","6","41.9090169","-85.9970051"
"Michigan, Charlevoix","5","45.202075","-84.9676387"
"Michigan, Cheboygan","6","45.4417481","-84.4768486"
"Michigan, Chippewa","1","46.3111149","-84.6428564"
"Michigan, Clare","2","43.9688673","-84.8505091"
"Michigan, Clinton","49","42.9435238","-84.6125345"
"Michigan, Crawford","1","44.6769346","-84.6237147"
"Michigan, Delta","5","46.0236602","-86.8950252"
"Michigan, Dickinson","1","45.9874631","-87.8864905"
"Michigan, Eaton","47","42.5935964","-84.8443666"
"Michigan, Emmet","6","45.5064041","-84.8567966"
"Michigan, Genesee","422","43.0220032","-83.7274305"
"Michigan, Gladwin","2","43.9747774","-84.3873235"
"Michigan, Gogebic","3","46.403433","-89.6626791"
"Michigan, Grand Traverse","11","44.6409162","-85.5801336"
"Michigan, Gratiot","5","43.2903117","-84.6098023"
"Michigan, Hillsdale","26","41.8779105","-84.5984396"
"Michigan, Houghton","1","46.8591287","-88.7774734"
"Michigan, Huron","4","43.8385749","-83.0221987"
"Michigan, Ingham","152","42.5860505","-84.3800841"
"Michigan, Ionia","6","42.9469688","-85.0713945"
"Michigan, Iosco","1","44.3501989","-83.6582168"
"Michigan, Isabella","9","43.6306545","-84.8468516"
"Michigan, Jackson","69","42.2416466","-84.425589"
"Michigan, Kalamazoo","40","42.291707","-85.5872286"
"Michigan, Kalkaska","8","44.6780512","-85.1002509"
"Michigan, Kent","136","43.0024013","-85.5502718"
"Michigan, Lapeer","22","43.0904764","-83.2333705"
"Michigan, Leelanau","1","44.8878795","-85.8119919"
"Michigan, Lenawee","24","41.8735258","-84.0624323"
"Michigan, Livingston","121","42.5924563","-83.9147925"
"Michigan, Luce","1","46.4824144","-85.5556156"
"Michigan, Mackinac","2","46.085237","-85.0336698"
"Michigan, Macomb","1560","42.6741189","-82.902901"
"Michigan, Manistee","1","44.3308044","-86.0262043"
"Michigan, Marquette","7","46.4481521","-87.6305899"
"Michigan, Mecosta","4","43.6375503","-85.3168199"
"Michigan, Midland","16","43.6155825","-84.2472117"
"Michigan, Missaukee","1","44.336979","-85.1070535"
"Michigan, Monroe","95","41.9153358","-83.5135665"
"Michigan, Montcalm","12","43.3055418","-85.112198"
"Michigan, Muskegon","30","43.2341813","-86.2483921"
"Michigan, Newaygo","2","43.5121225","-85.7944976"
"Michigan, Oakland","2540","42.6618842","-83.3804439"
"Michigan, Oceana","3","43.6200297","-86.277073"
"Michigan, Ogemaw","2","44.3364914","-84.125549"
"Michigan, Osceola","3","43.9654579","-85.3310847"
"Michigan, Oscoda","2","44.6789109","-84.1467693"
"Michigan, Otsego","20","45.0244123","-84.6136788"
"Michigan, Ottawa","37","42.9547143","-85.9827867"
"Michigan, Presque Isle","1","45.3375258","-83.9567881"
"Michigan, Roscommon","2","44.3326932","-84.6165164"
"Michigan, Saginaw","90","43.4200387","-83.9490365"
"Michigan, Sanilac","10","43.4150687","-82.8234745"
"Michigan, Shiawassee","18","42.9429488","-84.1458259"
"Michigan, St. Clair","66","42.9426715","-82.6283554"
