level_0,index,county,cases,latitude,longitude
240,240,"Colorado, Montrose",26,38.4375391,-108.2403855
241,241,"Colorado, Morgan",7,40.24076210000001,-103.8225695
242,242,"Colorado, Otero",3,37.8872079,-103.74152679999999
243,243,"Colorado, Park",5,38.7251776,-105.60771670000001
244,244,"Colorado, Phillips",2,40.5888329,-102.3701723
245,245,"Colorado, Pitkin",38,39.2037774,-106.86953319999999
246,246,"Colorado, Pueblo",39,38.2544472,-104.60914100000001
247,247,"Colorado, Rio Blanco",1,39.9847294,-108.18077790000001
248,248,"Colorado, Rio Grande",5,37.5668223,-106.3832155
249,249,"Colorado, Routt",28,40.451437299999995,-106.97240719999999
250,250,"Colorado, Saguache",3,38.0945348,-106.3563372
251,251,"Colorado, San Miguel",9,37.96345975,-108.41184816085344
252,252,"Colorado, Summit",35,39.6070951,-106.0636654
253,253,"Colorado, Teller",11,38.889575,-105.17973070000001
254,254,"Colorado, Unknown",158,32.1977875,-110.8220644
255,255,"Colorado, Washington",1,39.9017011,-103.1521676
256,256,"Colorado, Weld",379,40.5632344,-104.48352870000001
257,257,"Colorado, Yuma",2,40.0163487,-102.458253
258,258,"Connecticut, Fairfield",2717,41.294306899999995,-73.37486
259,259,"Connecticut, Hartford",679,41.764582,-72.6908547
260,260,"Connecticut, Litchfield",173,41.744229499999996,-73.18996145265723
261,261,"Connecticut, Middlesex",91,41.451081099999996,-72.5528113
262,262,"Connecticut, New Haven",891,41.3082138,-72.92505179999998
263,263,"Connecticut, New London",40,41.3556187,-72.0997804
264,264,"Connecticut, Tolland",79,41.8700166,-72.36771529999999
265,265,"Connecticut, Unknown",218,33.7110934,-117.7939237
266,266,"Connecticut, Windham",27,41.6999029,-72.1575772
267,267,"Delaware, Kent",54,39.1156908,-75.4841394
268,268,"Delaware, New Castle",279,39.6159851,-75.66295600000002
269,269,"Delaware, Sussex",117,38.6908097,-75.36914209999998
270,270,"District of Columbia, District of Columbia",757,38.90651435,-77.03737669188929
271,271,"Florida, Alachua",110,29.675568,-82.36401090000003
272,272,"Florida, Baker",11,30.314345899999996,-82.2847163
273,273,"Florida, Bay",18,27.7567667,-81.4639835
274,274,"Florida, Bradford",5,29.9715087,-82.1608653
275,275,"Florida, Brevard",62,28.2446658,-80.728624
276,276,"Florida, Broward",1598,26.1598074,-80.4623642
277,277,"Florida, Calhoun",2,30.3853734,-85.2223516
278,278,"Florida, Charlotte",43,26.901326899999997,-81.91567990000001
279,279,"Florida, Citrus",28,28.851285100000002,-82.51412090000002
280,280,"Florida, Clay",69,29.9766524,-81.8470596
281,281,"Florida, Collier",203,26.087964000000003,-81.3794941
282,282,"Florida, Columbia",4,3.30080485,-76.1905432829982
283,283,"Florida, DeSoto",9,27.190253000000002,-81.82442320000001
284,284,"Florida, Duval",323,30.35400730000001,-81.66321090000002
285,285,"Florida, Escambia",113,30.662588500000002,-87.3451089
286,286,"Florida, Flagler",28,29.48444120000001,-81.2917415
287,287,"Florida, Franklin",1,29.832314299999997,-84.8239118
288,288,"Florida, Gadsden",2,30.5937346,-84.6389937
289,289,"Florida, Glades",3,26.932812300000002,-81.1895983
290,290,"Florida, Gulf",1,29.9665252,-85.21758890000002
291,291,"Florida, Hardee",1,27.485634899999997,-81.8196804
292,292,"Florida, Hendry",5,26.597094,-81.1520667
293,293,"Florida, Hernando",38,28.57101560000001,-82.46050679999998
294,294,"Florida, Highlands",26,27.3513186,-81.36157170000001
295,295,"Florida, Hillsborough",463,27.9184543,-82.3488057
296,296,"Florida, Holmes",1,30.891867600000005,-85.81382070000002
297,297,"Florida, Indian River",47,27.7041555,-80.58944220000002
298,298,"Florida, Jackson",4,30.801386100000002,-85.2063186
299,299,"Florida, Lake",88,28.876887,-81.695584
300,300,"Florida, Lee",303,26.599926500000002,-81.8823135
301,301,"Florida, Leon",38,30.468306199999997,-84.2549068
302,302,"Florida, Levy",2,29.3008632,-82.7824592
303,303,"Florida, Madison",4,30.451435200000002,-83.45245240000001
304,304,"Florida, Manatee",104,27.521393300000003,-82.38015659999998
305,305,"Florida, Marion",38,29.218245399999997,-82.0626948
306,306,"Florida, Martin",42,27.7567667,-81.4639835
307,307,"Florida, Miami-Dade",3363,25.6364246,-80.4989467
308,308,"Florida, Monroe",40,25.0405135,-80.8337157
309,309,"Florida, Nassau",19,30.662432899999995,-81.7707334
310,310,"Florida, Okaloosa",53,30.6765961,-86.6037748
311,311,"Florida, Okeechobee",2,27.3923408,-80.8873655
312,312,"Florida, Orange",601,28.5421109,-81.3790304
313,313,"Florida, Osceola",201,28.0443842,-81.1437541
314,314,"Florida, Palm Beach",856,26.627979800000002,-80.44941740000002
315,315,"Florida, Pasco",77,28.299618300000002,-82.4522702
316,316,"Florida, Pinellas",318,27.8778904,-82.7329309
317,317,"Florida, Polk",126,27.9448537,-81.72687890000002
318,318,"Florida, Putnam",15,29.626615500000003,-81.72305490000002
319,319,"Florida, Santa Rosa",48,30.696450199999997,-87.00975240000002
320,320,"Florida, Sarasota",124,27.3364347,-82.5306527
321,321,"Florida, Seminole",163,28.722582899999995,-81.23536829999998
322,322,"Florida, St. Johns",119,29.9032284,-81.4145468
323,323,"Florida, St. Lucie",60,27.3900897,-80.457904
324,324,"Florida, Sumter",68,28.6689748,-82.076402
325,325,"Florida, Suwannee",11,30.210119199999998,-82.9873377
326,326,"Florida, Union",1,30.044303999999997,-82.39544790000002
327,327,"Florida, Unknown",10,39.978530799999994,-75.4322406
328,328,"Florida, Volusia",125,29.0533409,-81.13107609999999
329,329,"Florida, Wakulla",3,30.1480038,-84.3543512
330,330,"Florida, Walton",19,30.6204939,-86.19126779999998
331,331,"Florida, Washington",1,30.6009343,-85.6762025
332,332,"Georgia, Appling",5,31.7771435,-82.2996274
333,333,"Georgia, Bacon",6,31.5555512,-82.4442559
334,334,"Georgia, Baker",4,41.633152700000004,41.6043549
335,335,"Georgia, Baldwin",11,33.086939799999996,-83.26332159999998
336,336,"Georgia, Banks",3,34.3378598,-83.4970026
337,337,"Georgia, Barrow",22,33.9848611,-83.69964820000001
338,338,"Georgia, Bartow",159,34.2394683,-84.84069840000002
339,339,"Georgia, Ben Hill",3,31.7462726,-83.23558790000001
340,340,"Georgia, Berrien",3,31.2561376,-83.2443709
341,341,"Georgia, Bibb",34,32.8095879,-83.694562
342,342,"Georgia, Bleckley",1,32.430531099999996,-83.3311795
343,343,"Georgia, Brooks",5,30.8336559,-83.5958387
344,344,"Georgia, Bryan",15,32.003488899999994,-81.4241017
345,345,"Georgia, Bulloch",5,32.384633799999996,-81.74483199999997
346,346,"Georgia, Burke",8,33.0482247,-81.9575983
347,347,"Georgia, Butts",9,33.282508299999996,-83.9548161
348,348,"Georgia, Calhoun",11,31.531178399999998,-84.614328
349,349,"Georgia, Camden",6,30.9298212,-81.6225075
350,350,"Georgia, Candler",1,32.4146577,-82.0930776
351,351,"Georgia, Carroll",147,33.558800500000004,-85.0641272
352,352,"Georgia, Catoosa",6,34.891113700000005,-85.131315
353,353,"Georgia, Charlton",1,30.877538800000004,-82.11858470000001
354,354,"Georgia, Chatham",65,31.9668887,-81.0626008
355,355,"Georgia, Chattahoochee",2,32.3320278,-84.79397990000002
356,356,"Georgia, Chattooga",3,34.462093100000004,-85.3660518
357,357,"Georgia, Cherokee",114,34.239126500000005,-84.4720272
358,358,"Georgia, Clarke",59,33.9458693,-83.3557816
359,359,"Georgia, Clay",7,31.573818100000004,-84.9800814
360,360,"Georgia, Clayton",206,33.5204959,-84.3591713
361,361,"Georgia, Clinch",2,30.893878100000002,-82.6923467
362,362,"Georgia, Cobb",422,33.9373948,-84.57320059999998
363,363,"Georgia, Coffee",15,42.265853299999996,42.7183674
364,364,"Georgia, Colquitt",44,31.1803601,-83.7696152
365,365,"Georgia, Columbia",33,33.5313102,-82.25639790000002
366,366,"Georgia, Cook",1,31.145511499999998,-83.4331569
367,367,"Georgia, Coweta",56,33.3500656,-84.75457340000001
368,368,"Georgia, Crisp",24,31.91522650000001,-83.77776999999998
369,369,"Georgia, Dade",1,34.8722084,-85.4998791
370,370,"Georgia, Dawson",13,34.407708500000005,-84.1356771
371,371,"Georgia, DeKalb",483,33.75756129999999,-84.21865079999998
372,372,"Georgia, Decatur",16,30.873661300000002,-84.5740953
373,373,"Georgia, Dodge",5,32.150651399999994,-83.1520134
374,374,"Georgia, Dooly",12,32.1542383,-83.82538170000002
375,375,"Georgia, Dougherty",607,31.5426984,-84.19608290000002
376,376,"Georgia, Douglas",78,33.6995565,-84.7622973
377,377,"Georgia, Early",61,31.3466656,-84.93508940000002
378,378,"Georgia, Effingham",6,32.3419626,-81.338687
379,379,"Georgia, Elbert",1,34.119431799999994,-82.8408412
380,380,"Georgia, Emanuel",1,32.6078163,-82.2922815
381,381,"Georgia, Fannin",8,34.886795500000005,-84.2715585
382,382,"Georgia, Fayette",61,33.3899269,-84.49537629999998
383,383,"Georgia, Floyd",79,34.2421984,-85.2229248
384,384,"Georgia, Forsyth",61,34.235309,-84.13356440000003
385,385,"Georgia, Franklin",5,34.36786420000001,-83.21565749999998
386,386,"Georgia, Fulton",910,34.0580391,-84.29612829999998
387,387,"Georgia, Gilmer",1,34.685978799999994,-84.452696
388,388,"Georgia, Glynn",23,31.2171726,-81.5012681
389,389,"Georgia, Gordon",21,34.5019651,-84.89863079999998
390,390,"Georgia, Grady",3,30.867067,-84.23229429999998
391,391,"Georgia, Greene",12,33.5492988,-83.1660939
392,392,"Georgia, Gwinnett",353,33.9566869,-84.02274670000001
393,393,"Georgia, Habersham",2,34.6270741,-83.5016755
394,394,"Georgia, Hall",81,32.329380900000004,-83.1137366
395,395,"Georgia, Haralson",10,33.7812701,-85.2001291
396,396,"Georgia, Harris",6,32.7251788,-84.9104641
397,397,"Georgia, Hart",3,34.3410525,-82.9503277
398,398,"Georgia, Heard",2,33.2786225,-85.113782
399,399,"Georgia, Henry",143,33.4519942,-84.13677709999997
400,400,"Georgia, Houston",58,32.465975199999995,-83.631394
401,401,"Georgia, Irwin",6,31.573010800000002,-83.2624513
402,402,"Georgia, Jackson",13,34.1282559,-83.5753386
403,403,"Georgia, Jasper",2,33.3254635,-83.6868559
404,404,"Georgia, Jefferson",2,33.0380388,-82.436141
405,405,"Georgia, Jenkins",2,32.7793141,-81.9613566
406,406,"Georgia, Johnson",1,32.6938608,-82.63748709999999
407,407,"Georgia, Jones",6,31.6338288,-81.4801073
408,408,"Georgia, Lamar",6,33.0649401,-84.14459520000003
409,409,"Georgia, Lanier",1,31.029016,-83.0768357
410,410,"Georgia, Laurens",15,32.4239975,-82.9388938
411,411,"Georgia, Lee",123,41.68918770000001,44.8978077
412,412,"Georgia, Liberty",9,41.698620500000004,44.8070042
413,413,"Georgia, Lincoln",5,33.787667299999995,-82.4508165
414,414,"Georgia, Long",1,32.329380900000004,-83.1137366
415,415,"Georgia, Lowndes",32,30.8195619,-83.2628255
416,416,"Georgia, Lumpkin",7,34.5546076,-83.9926806
417,417,"Georgia, Macon",2,32.8406946,-83.6324022
418,418,"Georgia, Madison",7,34.1307533,-83.1817407
419,419,"Georgia, Marion",1,32.34732630000001,-84.5282597
420,420,"Georgia, McDuffie",5,33.4631845,-82.4830204
421,421,"Georgia, McIntosh",2,31.4979689,-81.3921575
422,422,"Georgia, Meriwether",10,33.0373582,-84.6717803
423,423,"Georgia, Miller",11,31.1591063,-84.737836
424,424,"Georgia, Mitchell",46,33.2198688,-82.7031896
425,425,"Georgia, Monroe",7,42.9142515,41.1215125
426,426,"Georgia, Morgan",2,41.6895376,44.809343299999995
427,427,"Georgia, Murray",7,34.785186100000004,-84.7352262
428,428,"Georgia, Muscogee",31,32.4840651,-84.8502167
429,429,"Georgia, Newton",42,33.5715512,-83.8446101
430,430,"Georgia, Oconee",21,33.829578999999995,-83.42759179999999
431,431,"Georgia, Oglethorpe",1,33.8702684,-83.1049381
432,432,"Georgia, Paulding",46,33.8908526,-84.85691609999998
433,433,"Georgia, Peach",10,32.5543462,-83.8350733
434,434,"Georgia, Pickens",9,34.4630619,-84.4682402
435,435,"Georgia, Pierce",16,31.3430068,-82.2352189
436,436,"Georgia, Pike",4,42.03627,43.820347224814604
437,437,"Georgia, Polk",18,33.9981581,-85.1567475
438,438,"Georgia, Pulaski",5,32.2330518,-83.46744040000002
439,439,"Georgia, Putnam",2,33.323150399999996,-83.3414172
440,440,"Georgia, Quitman",1,31.8769847,-85.0154412
441,441,"Georgia, Rabun",2,34.8796123,-83.42513570000001
442,442,"Georgia, Randolph",11,31.7620266,-84.7468429
443,443,"Georgia, Richmond",49,33.385076,-82.09207958530699
444,444,"Georgia, Rockdale",67,33.6430283,-84.0322064
445,445,"Georgia, Schley",5,32.2478949,-84.3175516
446,446,"Georgia, Screven",2,32.7623379,-81.6272037
447,447,"Georgia, Seminole",8,30.951849,-84.8789094
448,448,"Georgia, Spalding",23,33.2591296,-84.2770865
449,449,"Georgia, Stephens",5,34.551190000000005,-83.2976462
450,450,"Georgia, Stewart",1,32.0732743,-84.8483149
451,451,"Georgia, Sumter",67,32.048507199999996,-84.1862464
452,452,"Georgia, Talbot",3,32.6984691,-84.505404
453,453,"Georgia, Tattnall",3,32.0252793,-82.0580692
454,454,"Georgia, Taylor",2,32.556921,-84.23951540000002
455,455,"Georgia, Telfair",2,31.9182328,-82.9339377
456,456,"Georgia, Terrell",50,31.7615999,-84.4410234
457,457,"Georgia, Thomas",26,30.868625899999998,-83.9471866
458,458,"Georgia, Tift",34,31.45874595,-83.51792416411273
459,459,"Georgia, Toombs",5,32.129683899999996,-82.3299928
460,460,"Georgia, Towns",1,34.8971655,-83.7182775
461,461,"Georgia, Troup",30,33.0237625,-85.0254022
462,462,"Georgia, Turner",12,31.7031592,-83.62144079999999
463,463,"Georgia, Twiggs",2,32.6467914,-83.4351636
464,464,"Georgia, Union",1,34.8180274,-83.99039690000002
465,465,"Georgia, Unknown",264,41.384388,43.150757399999996
466,466,"Georgia, Upson",8,32.864106199999995,-84.2904968
467,467,"Georgia, Walker",3,34.7418605,-85.3209686
468,468,"Georgia, Walton",16,33.762884,-83.740416
469,469,"Georgia, Ware",17,31.1727229,-82.4829338
470,470,"Georgia, Warren",4,33.4120461,-82.694643
471,471,"Georgia, Washington",5,32.9619979,-82.7748026
472,472,"Georgia, Webster",1,32.050618,-84.5473105
473,473,"Georgia, Wheeler",1,32.112996,-82.7567324
474,474,"Georgia, White",3,34.6322605,-83.75960409999998
475,475,"Georgia, Whitfield",15,34.796928799999996,-84.9745026
476,476,"Georgia, Wilcox",1,31.960784000000004,-83.4379708
477,477,"Georgia, Wilkes",3,33.7898432,-82.7385978
478,478,"Georgia, Wilkinson",1,32.792499400000004,-83.1623561
479,479,"Georgia, Worth",33,31.524178999999997,-83.87128009999998
480,480,"Guam, Unknown",154,36.901995899999996,-89.82369759999996
481,481,"Hawaii, Hawaii",20,19.58955475,-155.44869830348483
482,482,"Hawaii, Honolulu",237,21.304547,-157.8556764
483,483,"Hawaii, Kauai",13,22.050466550000003,-159.55876775017003
484,484,"Hawaii, Maui",36,20.8029568,-156.31068331602174
485,485,"Hawaii, Unknown",11,32.197814799999996,-110.81921200000001
486,486,"Idaho, Ada",351,43.4136539,-116.23674209999999
487,487,"Idaho, Adams",1,44.8677448,-116.45723989999999
488,488,"Idaho, Bannock",5,42.693618799999996,-112.2506044
489,489,"Idaho, Bingham",2,43.1881598,-112.35983540000001
490,490,"Idaho, Blaine",405,43.3336455,-113.8808311
491,491,"Idaho, Bonner",2,48.2663565,-116.5952716
492,492,"Idaho, Bonneville",5,43.399384399999995,-111.4752257
493,493,"Idaho, Camas",1,43.4064019,-114.80701429999999
494,494,"Idaho, Canyon",89,43.6435692,-116.70171440000001
495,495,"Idaho, Cassia",4,42.22193060000001,-113.5777087
496,496,"Idaho, Custer",2,44.2339362,-114.2286662
497,497,"Idaho, Elmore",10,43.3073766,-115.5411027
498,498,"Idaho, Fremont",1,44.2309391,-111.4218314
499,499,"Idaho, Gem",7,44.0123019,-116.38466090000001
500,500,"Idaho, Gooding",1,43.0031041,-114.82869240000001
501,501,"Idaho, Idaho",2,45.768068400000004,-115.5160723
502,502,"Idaho, Jefferson",3,43.80102479999999,-112.34980220000001
503,503,"Idaho, Jerome",11,42.702265999999995,-114.28670430000001
504,504,"Idaho, Kootenai",37,47.654857,-116.71629159999999
505,505,"Idaho, Latah",1,46.8171611,-116.69344099999999
506,506,"Idaho, Lewis",1,46.2651949,-116.4050453
507,507,"Idaho, Lincoln",7,43.0138672,-114.1650584
508,508,"Idaho, Madison",4,43.774080100000006,-111.63041509999998
509,509,"Idaho, Minidoka",1,42.844091999999996,-113.6059588
